METADATA|PersonName|SourceSystemOwner|SourceSystemId|EffectiveStartDate|EffectiveEndDate|PersonId(SourceSystemId)|NameType|LegislationCode|Title|LastName|FirstName|MiddleNames
MERGE|PersonName|ALTAHRN01|5500628_GLOBAL_NAME|1985/03/11|4712/12/31|5500628|GLOBAL|GB|PROF|Packen|Libbie|John Williams
MERGE|PersonName|ALTAHRN01|5500631_GLOBAL_NAME|1986/12/01|4712/12/31|5500631|GLOBAL|GB|MRS.|Kopplin|Danyelle|Anne
MERGE|PersonName|ALTAHRN01|5500634_GLOBAL_NAME|1986/01/01|4712/12/31|5500634|GLOBAL|GB|MRS.|Verdin|Lavonia|Susan
MERGE|PersonName|ALTAHRN01|5500646_GLOBAL_NAME|2014/01/02|4712/12/31|5500646|GLOBAL|GB|MRS.|Schlieter|Earlie|
MERGE|PersonName|ALTAHRN01|5502919_GLOBAL_NAME|2004/07/12|4712/12/31|5502919|GLOBAL|GB|PROF|Tollerud|Yun|
MERGE|PersonName|ALTAHRN01|5502921_GLOBAL_NAME|1978/10/01|4712/12/31|5502921|GLOBAL|GB|DR.|Berni|Maryalice|John
MERGE|PersonName|ALTAHRN01|5502951_GLOBAL_NAME|1985/06/24|4712/12/31|5502951|GLOBAL|GB|MRS.|Levalley|Erna|
MERGE|PersonName|ALTAHRN01|5502967_GLOBAL_NAME|1991/01/01|4712/12/31|5502967|GLOBAL|GB|PROF|Giaquinto|Marvis|Truong
MERGE|PersonName|ALTAHRN01|5502973_GLOBAL_NAME|1998/07/01|4712/12/31|5502973|GLOBAL|GB|DR.|Persad|Gregoria|Andrew
MERGE|PersonName|ALTAHRN01|5502986_GLOBAL_NAME|1990/04/23|4712/12/31|5502986|GLOBAL|GB|MRS.|Lebouf|Reita|
MERGE|PersonName|ALTAHRN01|5503003_GLOBAL_NAME|1977/01/01|4712/12/31|5503003|GLOBAL|GB|DR.|Prins|Denese|Elizabeth
MERGE|PersonName|ALTAHRN01|5503015_GLOBAL_NAME|2000/10/01|4712/12/31|5503015|GLOBAL|GB|DR.|Basford|Marlon|Elizabeth
MERGE|PersonName|ALTAHRN01|5503042_GLOBAL_NAME|2003/07/01|4712/12/31|5503042|GLOBAL|GB|MRS.|Mcglothia|Ciera|Ann
MERGE|PersonName|ALTAHRN01|5503056_GLOBAL_NAME|1999/12/31|4712/12/31|5503056|GLOBAL|GB|PROF|Hoyt|Mikel|John
MERGE|PersonName|ALTAHRN01|5503059_GLOBAL_NAME|1974/11/11|4712/12/31|5503059|GLOBAL|GB|MRS.|Creglow|Mandi|M A
MERGE|PersonName|ALTAHRN01|5503066_GLOBAL_NAME|1984/03/01|4712/12/31|5503066|GLOBAL|GB|MRS.|Thedford|Neoma|
MERGE|PersonName|ALTAHRN01|5500678_GLOBAL_NAME|1988/02/08|4712/12/31|5500678|GLOBAL|GB|MRS.|Delsoin|Garret|
MERGE|PersonName|ALTAHRN01|5500682_GLOBAL_NAME|1993/09/01|4712/12/31|5500682|GLOBAL|GB|MRS.|Versace|Terrance|Marie
MERGE|PersonName|ALTAHRN01|5500684_GLOBAL_NAME|1982/11/15|4712/12/31|5500684|GLOBAL|GB|MRS.|Freidel|Jeraldine|Margaret
MERGE|PersonName|ALTAHRN01|5500695_GLOBAL_NAME|1998/03/09|4712/12/31|5500695|GLOBAL|GB|PROF|Pleil|Hollis|Henry
MERGE|PersonName|ALTAHRN01|5500720_GLOBAL_NAME|1981/03/01|4712/12/31|5500720|GLOBAL|GB|MR.|Fiorita|Vi|Robert
MERGE|PersonName|ALTAHRN01|5500737_GLOBAL_NAME|1997/09/15|4712/12/31|5500737|GLOBAL|GB|MISS|Sharbono|Emelina|Elizabeth
MERGE|PersonName|ALTAHRN01|5500796_GLOBAL_NAME|1985/06/03|4712/12/31|5500796|GLOBAL|GB|DR.|Litano|Alix|Anne
MERGE|PersonName|ALTAHRN01|5500824_GLOBAL_NAME|1996/09/09|4712/12/31|5500824|GLOBAL|GB|PROF|Huckabee|Lacey|Philip
MERGE|PersonName|ALTAHRN01|5500827_GLOBAL_NAME|1997/01/13|4712/12/31|5500827|GLOBAL|GB|MRS.|Lardin|Reena|Elaine
MERGE|PersonName|ALTAHRN01|5500842_GLOBAL_NAME|1995/11/13|4712/12/31|5500842|GLOBAL|GB|MRS.|Frisina|Angelique|Elizabeth
MERGE|PersonName|ALTAHRN01|5500860_GLOBAL_NAME|1985/01/01|4712/12/31|5500860|GLOBAL|GB|DR.|Setzler|Daryl|Ann
MERGE|PersonName|ALTAHRN01|5500865_GLOBAL_NAME|1979/06/25|4712/12/31|5500865|GLOBAL|GB|PROF|Steifle|Madelene|
MERGE|PersonName|ALTAHRN01|5500878_GLOBAL_NAME|2005/05/01|4712/12/31|5500878|GLOBAL|GB|MRS.|Busselber|Carmella|Lesley
MERGE|PersonName|ALTAHRN01|5500896_GLOBAL_NAME|1999/12/31|4712/12/31|5500896|GLOBAL|GB|DR.|Goodrow|Trinh|
MERGE|PersonName|ALTAHRN01|5500901_GLOBAL_NAME|1998/09/21|4712/12/31|5500901|GLOBAL|GB|DR.|Gioffre|Glennis|T
MERGE|PersonName|ALTAHRN01|5500917_GLOBAL_NAME|2014/10/01|4712/12/31|5500917|GLOBAL|GB|MISS|Kindred|Kaylene|Alison
MERGE|PersonName|ALTAHRN01|5500925_GLOBAL_NAME|1997/01/01|4712/12/31|5500925|GLOBAL|GB|MRS.|Voorhes|Lynna|Elaine
MERGE|PersonName|ALTAHRN01|5500939_GLOBAL_NAME|1999/12/31|4712/12/31|5500939|GLOBAL|GB|MRS.|Zercher|Maragaret|Elizabeth
MERGE|PersonName|ALTAHRN01|5500992_GLOBAL_NAME|2000/10/01|4712/12/31|5500992|GLOBAL|GB|DR.|Newmark|Rufina|Lucas
MERGE|PersonName|ALTAHRN01|5501022_GLOBAL_NAME|2000/07/31|4712/12/31|5501022|GLOBAL|GB|MR.|Spraggins|Arletta|Frederick
MERGE|PersonName|ALTAHRN01|5501082_GLOBAL_NAME|1980/10/13|4712/12/31|5501082|GLOBAL|GB|DR.|Suhar|Ranee|Carl Jan Christian
MERGE|PersonName|ALTAHRN01|5501084_GLOBAL_NAME|1984/01/01|4712/12/31|5501084|GLOBAL|GB|DR.|Detweiler|Carolann|John
MERGE|PersonName|ALTAHRN01|5501109_GLOBAL_NAME|1969/05/12|4712/12/31|5501109|GLOBAL|GB|PROF|Mondt|Harmony|
MERGE|PersonName|ALTAHRN01|5501114_GLOBAL_NAME|1979/09/01|4712/12/31|5501114|GLOBAL|GB|PROF|Gartner|Gracie|
MERGE|PersonName|ALTAHRN01|5501185_GLOBAL_NAME|2013/10/01|4712/12/31|5501185|GLOBAL|GB|MR.|Sandholm|Ilse|James
MERGE|PersonName|ALTAHRN01|5501189_GLOBAL_NAME|1998/05/11|4712/12/31|5501189|GLOBAL|GB|PROF|Pomrenke|Wan|Michael Ferguson
MERGE|PersonName|ALTAHRN01|5501251_GLOBAL_NAME|1996/02/01|4712/12/31|5501251|GLOBAL|GB|MRS.|Boyko|Brittney|
MERGE|PersonName|ALTAHRN01|5501266_GLOBAL_NAME|1998/04/01|4712/12/31|5501266|GLOBAL|GB|PROF|Lundman|Cordelia|
MERGE|PersonName|ALTAHRN01|5501316_GLOBAL_NAME|2004/03/01|4712/12/31|5501316|GLOBAL|GB|MRS.|Fabian|Jesica|
MERGE|PersonName|ALTAHRN01|5501377_GLOBAL_NAME|2012/01/30|4712/12/31|5501377|GLOBAL|GB|DR.|Seiber|Sarina|Ann
MERGE|PersonName|ALTAHRN01|5501400_GLOBAL_NAME|2011/03/01|4712/12/31|5501400|GLOBAL|GB|MISS|Madsen|Louann|Peggy
MERGE|PersonName|ALTAHRN01|5501403_GLOBAL_NAME|1997/02/01|4712/12/31|5501403|GLOBAL|GB|MR.|Boshart|Ocie|
MERGE|PersonName|ALTAHRN01|5501425_GLOBAL_NAME|1997/02/01|4712/12/31|5501425|GLOBAL|GB|DR.|Griswould|Dierdre|Gunter
MERGE|PersonName|ALTAHRN01|5501749_GLOBAL_NAME|1998/09/01|4712/12/31|5501749|GLOBAL|GB|MISS|Tervo|Collene|
MERGE|PersonName|ALTAHRN01|5501776_GLOBAL_NAME|2000/10/01|4712/12/31|5501776|GLOBAL|GB|MR.|Drumgoole|Karly|George
MERGE|PersonName|ALTAHRN01|5501782_GLOBAL_NAME|2003/07/01|4712/12/31|5501782|GLOBAL|GB|MS.|Rawe|Easter|Anne
MERGE|PersonName|ALTAHRN01|5501808_GLOBAL_NAME|1990/10/22|4712/12/31|5501808|GLOBAL|GB|PROF|Cerruti|Marian|John Williams
MERGE|PersonName|ALTAHRN01|5501930_GLOBAL_NAME|1997/02/03|4712/12/31|5501930|GLOBAL|GB|MRS.|Meneal|Idell|
MERGE|PersonName|ALTAHRN01|5501943_GLOBAL_NAME|1998/02/01|4712/12/31|5501943|GLOBAL|GB|DR.|Vidot|iki|Mary
MERGE|PersonName|ALTAHRN01|5501963_GLOBAL_NAME|1995/12/04|4712/12/31|5501963|GLOBAL|GB|DR.|Lohr|Beau|Ruth
MERGE|PersonName|ALTAHRN01|5501992_GLOBAL_NAME|2014/10/01|4712/12/31|5501992|GLOBAL|GB|DR.|Dufort|Azzie|Ruth
MERGE|PersonName|ALTAHRN01|5502074_GLOBAL_NAME|2002/01/07|4712/12/31|5502074|GLOBAL|GB|MISS|Rafuse|Adrianna|Elizabeth
MERGE|PersonName|ALTAHRN01|5502141_GLOBAL_NAME|1997/01/01|4712/12/31|5502141|GLOBAL|GB|MRS.|Acee|Lenore|J
MERGE|PersonName|ALTAHRN01|5502144_GLOBAL_NAME|1983/08/22|4712/12/31|5502144|GLOBAL|GB|MRS.|Gordinier|Yvette|
MERGE|PersonName|ALTAHRN01|5502236_GLOBAL_NAME|2001/09/01|4712/12/31|5502236|GLOBAL|GB|PROF|Dematos|Taina|John Williams
MERGE|PersonName|ALTAHRN01|5502509_GLOBAL_NAME|1980/07/01|4712/12/31|5502509|GLOBAL|GB|MISS|Stonestre|Joi|Ann
MERGE|PersonName|ALTAHRN01|5502555_GLOBAL_NAME|2014/10/20|4712/12/31|5502555|GLOBAL|GB|DR.|Heiman|Donald|
MERGE|PersonName|ALTAHRN01|5502562_GLOBAL_NAME|1998/09/01|4712/12/31|5502562|GLOBAL|GB|PROF|Burell|Deandrea|John
MERGE|PersonName|ALTAHRN01|5502574_GLOBAL_NAME|2005/05/01|4712/12/31|5502574|GLOBAL|GB|DR.|Hulmes|Donnell|
MERGE|PersonName|ALTAHRN01|5502724_GLOBAL_NAME|2000/09/01|4712/12/31|5502724|GLOBAL|GB|MISS|Waldrop|Enid|Emma
MERGE|PersonName|ALTAHRN01|5502749_GLOBAL_NAME|2001/12/18|4712/12/31|5502749|GLOBAL|GB|MRS.|Zondlo|Tony|
MERGE|PersonName|ALTAHRN01|5502781_GLOBAL_NAME|2012/05/01|4712/12/31|5502781|GLOBAL|GB|MISS|Bunts|Jeanetta|
MERGE|PersonName|ALTAHRN01|5502811_GLOBAL_NAME|2015/04/01|4712/12/31|5502811|GLOBAL|GB|DR.|Cosgriff|Kitty|Peter
MERGE|PersonName|ALTAHRN01|5502857_GLOBAL_NAME|2006/07/31|4712/12/31|5502857|GLOBAL|GB|DR.|Girdley|Maximina|Paula
MERGE|PersonName|ALTAHRN01|5502865_GLOBAL_NAME|2014/08/01|4712/12/31|5502865|GLOBAL|GB|PROF|Guelespe|Mercedez|
MERGE|PersonName|ALTAHRN01|5502892_GLOBAL_NAME|1992/05/11|4712/12/31|5502892|GLOBAL|GB|PROF|Abramek|Earnestin|John
MERGE|PersonName|ALTAHRN01|5503111_GLOBAL_NAME|1980/02/11|4712/12/31|5503111|GLOBAL|GB|MR.|Leuckel|Derick|Collingwood
MERGE|PersonName|ALTAHRN01|5503138_GLOBAL_NAME|2013/11/25|4712/12/31|5503138|GLOBAL|GB|MRS.|Buchs|Preston|Kaur
MERGE|PersonName|ALTAHRN01|5503145_GLOBAL_NAME|2011/03/01|4712/12/31|5503145|GLOBAL|GB|MRS.|Campa|Divina|
MERGE|PersonName|ALTAHRN01|5503164_GLOBAL_NAME|1996/11/04|4712/12/31|5503164|GLOBAL|GB|MRS.|Rogado|Mallie|Elaine
MERGE|PersonName|ALTAHRN01|5503214_GLOBAL_NAME|1977/10/01|4712/12/31|5503214|GLOBAL|GB|DR.|Kukauskas|Syreeta|William
MERGE|PersonName|ALTAHRN01|5503243_GLOBAL_NAME|2001/12/18|4712/12/31|5503243|GLOBAL|GB|MS.|Margerum|Jeana|Diana
MERGE|PersonName|ALTAHRN01|5503265_GLOBAL_NAME|1999/12/31|4712/12/31|5503265|GLOBAL|GB|MRS.|Scadden|Maxine|
MERGE|PersonName|ALTAHRN01|5503274_GLOBAL_NAME|2007/04/02|4712/12/31|5503274|GLOBAL|GB|PROF|Mcennis|Grant|Pury
MERGE|PersonName|ALTAHRN01|5503305_GLOBAL_NAME|1979/12/03|4712/12/31|5503305|GLOBAL|GB|MR.|Moriarty|Evie|Peter
MERGE|PersonName|ALTAHRN01|5503311_GLOBAL_NAME|2014/10/01|4712/12/31|5503311|GLOBAL|GB|MISS|Callens|Cedrick|Emma Jane
MERGE|PersonName|ALTAHRN01|5503325_GLOBAL_NAME|1998/10/01|4712/12/31|5503325|GLOBAL|GB|MRS.|Winfrey|Lorelei|Elizabeth
MERGE|PersonName|ALTAHRN01|5503340_GLOBAL_NAME|1992/01/01|4712/12/31|5503340|GLOBAL|GB|MR.|Fent|Rubie|Kenneth
MERGE|PersonName|ALTAHRN01|5503407_GLOBAL_NAME|2002/01/07|4712/12/31|5503407|GLOBAL|GB|PROF|Cashion|Jewell|David
MERGE|PersonName|ALTAHRN01|5503433_GLOBAL_NAME|1989/10/01|4712/12/31|5503433|GLOBAL|GB|DR.|Niedecken|Jaimie|
MERGE|PersonName|ALTAHRN01|5503435_GLOBAL_NAME|1969/08/18|4712/12/31|5503435|GLOBAL|GB|MR.|Salk|Latarsha|Malcolm Byott
MERGE|PersonName|ALTAHRN01|5503446_GLOBAL_NAME|2016/04/04|4712/12/31|5503446|GLOBAL|GB|DR.|Neymeyer|Albert|Lesley
MERGE|PersonName|ALTAHRN01|5503447_GLOBAL_NAME|1997/11/03|4712/12/31|5503447|GLOBAL|GB|PROF|Hutchcraf|Darrick|David
MERGE|PersonName|ALTAHRN01|5503466_GLOBAL_NAME|1997/02/03|4712/12/31|5503466|GLOBAL|GB|MR.|Wajda|Ignacio|Robert
MERGE|PersonName|ALTAHRN01|5503472_GLOBAL_NAME|2012/04/16|4712/12/31|5503472|GLOBAL|GB|DR.|Bassin|Celestina|John
MERGE|PersonName|ALTAHRN01|5503497_GLOBAL_NAME|2004/03/01|4712/12/31|5503497|GLOBAL|GB|MRS.|Gerwig|Elenore|Marie
MERGE|PersonName|ALTAHRN01|5503500_GLOBAL_NAME|2007/04/02|4712/12/31|5503500|GLOBAL|GB|PROF|Lampo|Bart|
MERGE|PersonName|ALTAHRN01|5503504_GLOBAL_NAME|1995/10/05|4712/12/31|5503504|GLOBAL|GB|MR.|Winikoff|Shelton|Paul
MERGE|PersonName|ALTAHRN01|5503535_GLOBAL_NAME|1998/09/14|4712/12/31|5503535|GLOBAL|GB|MR.|Wolvin|Nila|T
MERGE|PersonName|ALTAHRN01|5503544_GLOBAL_NAME|1987/11/23|4712/12/31|5503544|GLOBAL|GB|DR.|Jason|Lajuana|John
MERGE|PersonName|ALTAHRN01|5503567_GLOBAL_NAME|1980/10/01|4712/12/31|5503567|GLOBAL|GB|PROF|Wakayama|Brandon|James
MERGE|PersonName|ALTAHRN01|5503575_GLOBAL_NAME|2003/07/01|4712/12/31|5503575|GLOBAL|GB|MRS.|Chain|Loren|Margaret
MERGE|PersonName|ALTAHRN01|5503609_GLOBAL_NAME|1999/01/01|4712/12/31|5503609|GLOBAL|GB|MR.|Supnet|Willard|
MERGE|PersonName|ALTAHRN01|5503611_GLOBAL_NAME|1987/11/23|4712/12/31|5503611|GLOBAL|GB|MS.|Chervin|Libby|Kathleen
MERGE|PersonName|ALTAHRN01|5503612_GLOBAL_NAME|1998/09/01|4712/12/31|5503612|GLOBAL|GB|DR.|Stoliker|Barbar|James Antony
MERGE|PersonName|ALTAHRN01|5503613_GLOBAL_NAME|1999/12/31|4712/12/31|5503613|GLOBAL|GB|MR.|Mckenley|Keturah|Spencer
MERGE|PersonName|ALTAHRN01|5503622_GLOBAL_NAME|1978/10/01|4712/12/31|5503622|GLOBAL|GB|DR.|Vohs|Waylon|Adrian
MERGE|PersonName|ALTAHRN01|5503629_GLOBAL_NAME|1998/03/02|4712/12/31|5503629|GLOBAL|GB|DR.|Magallan|Danna|C
MERGE|PersonName|ALTAHRN01|5503638_GLOBAL_NAME|2014/10/01|4712/12/31|5503638|GLOBAL|GB|PROF|Evenson|Inge|Thomas
MERGE|PersonName|ALTAHRN01|5503640_GLOBAL_NAME|2015/08/01|4712/12/31|5503640|GLOBAL|GB|MR.|Hoblit|Antonia|Allan
MERGE|PersonName|ALTAHRN01|5503681_GLOBAL_NAME|2007/04/23|4712/12/31|5503681|GLOBAL|GB|MR.|Roath|Merideth|
MERGE|PersonName|ALTAHRN01|5503716_GLOBAL_NAME|1979/09/01|4712/12/31|5503716|GLOBAL|GB|MS.|Johanns|Gino|Kaur
MERGE|PersonName|ALTAHRN01|5503723_GLOBAL_NAME|1989/11/20|4712/12/31|5503723|GLOBAL|GB|MRS.|Joanis|Ned|Ann
MERGE|PersonName|ALTAHRN01|5503727_GLOBAL_NAME|1979/10/01|4712/12/31|5503727|GLOBAL|GB|MS.|Brabant|Marylin|Diana
MERGE|PersonName|ALTAHRN01|5503736_GLOBAL_NAME|1997/11/10|4712/12/31|5503736|GLOBAL|GB|MS.|Kroetz|Patience|Jane
MERGE|PersonName|ALTAHRN01|5503738_GLOBAL_NAME|1997/11/03|4712/12/31|5503738|GLOBAL|GB|MRS.|Vinzant|Mana|
MERGE|PersonName|ALTAHRN01|5503756_GLOBAL_NAME|2016/04/04|4712/12/31|5503756|GLOBAL|GB|MR.|Piccolo|Len|
MERGE|PersonName|ALTAHRN01|5503776_GLOBAL_NAME|1996/01/16|4712/12/31|5503776|GLOBAL|GB|MISS|Valles|Genia|Elizabeth
MERGE|PersonName|ALTAHRN01|5503842_GLOBAL_NAME|1997/03/10|4712/12/31|5503842|GLOBAL|GB|DR.|Hebenstre|Jared|Lucas
MERGE|PersonName|ALTAHRN01|5503858_GLOBAL_NAME|1999/12/31|4712/12/31|5503858|GLOBAL|GB|MRS.|Eckis|Agnes|
MERGE|PersonName|ALTAHRN01|5503871_GLOBAL_NAME|1986/01/01|4712/12/31|5503871|GLOBAL|GB|DR.|Stavely|Keitha|Mary
MERGE|PersonName|ALTAHRN01|5503878_GLOBAL_NAME|1989/09/01|4712/12/31|5503878|GLOBAL|GB|PROF|Korewdit|Princess|
MERGE|PersonName|ALTAHRN01|5503882_GLOBAL_NAME|1979/05/29|4712/12/31|5503882|GLOBAL|GB|DR.|Tamulis|Lia|Lesley
MERGE|PersonName|ALTAHRN01|5503887_GLOBAL_NAME|1996/01/16|4712/12/31|5503887|GLOBAL|GB|MRS.|Laplant|Marsha|Jo
MERGE|PersonName|ALTAHRN01|5503910_GLOBAL_NAME|1998/09/14|4712/12/31|5503910|GLOBAL|GB|DR.|Franzi|Johnette|John
MERGE|PersonName|ALTAHRN01|5503977_GLOBAL_NAME|1996/09/01|4712/12/31|5503977|GLOBAL|GB|MR.|Cassaro|Christen|Munir
MERGE|PersonName|ALTAHRN01|5503987_GLOBAL_NAME|1998/02/01|4712/12/31|5503987|GLOBAL|GB|MRS.|Giannetti|Evalyn|
MERGE|PersonName|ALTAHRN01|5504375_GLOBAL_NAME|1980/08/01|4712/12/31|5504375|GLOBAL|GB|MR.|Tumminell|Ray|A
MERGE|PersonName|ALTAHRN01|5504575_GLOBAL_NAME|1997/02/01|4712/12/31|5504575|GLOBAL|GB|MRS.|Gallemore|Elyse|
MERGE|PersonName|ALTAHRN01|5504677_GLOBAL_NAME|1969/03/31|4712/12/31|5504677|GLOBAL|GB|MRS.|Brees|Demarcus|
MERGE|PersonName|ALTAHRN01|5504708_GLOBAL_NAME|1988/12/12|4712/12/31|5504708|GLOBAL|GB|MR.|Fraction|Sharell|Mark
MERGE|PersonName|ALTAHRN01|5504779_GLOBAL_NAME|1980/07/01|4712/12/31|5504779|GLOBAL|GB|MISS|Okoren|Fe|Kirpal
MERGE|PersonName|ALTAHRN01|5504841_GLOBAL_NAME|2015/07/01|4712/12/31|5504841|GLOBAL|GB|DR.|Esslinger|Royce|Anthony
MERGE|PersonName|ALTAHRN01|5504863_GLOBAL_NAME|1981/03/01|4712/12/31|5504863|GLOBAL|GB|PROF|Tazelaar|Marisha|John Williams
MERGE|PersonName|ALTAHRN01|5504909_GLOBAL_NAME|1997/11/10|4712/12/31|5504909|GLOBAL|GB|PROF|Vidot|Elfriede|Michael Ferguson
MERGE|PersonName|ALTAHRN01|5504957_GLOBAL_NAME|1979/09/03|4712/12/31|5504957|GLOBAL|GB|DR.|Wardswort|Sydney|Louise
MERGE|PersonName|ALTAHRN01|5504983_GLOBAL_NAME|1996/12/16|4712/12/31|5504983|GLOBAL|GB|MISS|Puri|Nickolas|Ann
MERGE|PersonName|ALTAHRN01|5505017_GLOBAL_NAME|1999/12/31|4712/12/31|5505017|GLOBAL|GB|DR.|Schuck|Shelton|Margaret
MERGE|PersonName|ALTAHRN01|5505034_GLOBAL_NAME|1998/09/01|4712/12/31|5505034|GLOBAL|GB|MRS.|Shireman|Margarett|
MERGE|PersonName|ALTAHRN01|5505040_GLOBAL_NAME|2000/05/22|4712/12/31|5505040|GLOBAL|GB|MR.|Karbowski|Thora|John
MERGE|PersonName|ALTAHRN01|5505072_GLOBAL_NAME|1999/01/01|4712/12/31|5505072|GLOBAL|GB|MRS.|Laroque|Dinorah|Lorraine
MERGE|PersonName|ALTAHRN01|5505079_GLOBAL_NAME|1983/08/22|4712/12/31|5505079|GLOBAL|GB|MRS.|Rampton|Kori|Jayne
MERGE|PersonName|ALTAHRN01|5505095_GLOBAL_NAME|2015/02/01|4712/12/31|5505095|GLOBAL|GB|MR.|Crisson|Fredric|
MERGE|PersonName|ALTAHRN01|5505145_GLOBAL_NAME|1986/05/27|4712/12/31|5505145|GLOBAL|GB|MR.|Tayor|Erline|George
MERGE|PersonName|ALTAHRN01|5505315_GLOBAL_NAME|1999/12/31|4712/12/31|5505315|GLOBAL|GB|MRS.|Houchin|Jeni|Olivia
MERGE|PersonName|ALTAHRN01|5505415_GLOBAL_NAME|2002/10/01|4712/12/31|5505415|GLOBAL|GB|DR.|Borras|Hans|Ruth
MERGE|PersonName|ALTAHRN01|5505447_GLOBAL_NAME|1980/10/01|4712/12/31|5505447|GLOBAL|GB|MISS|Plowman|Sunday|Elizabeth
MERGE|PersonName|ALTAHRN01|5505513_GLOBAL_NAME|1989/03/01|4712/12/31|5505513|GLOBAL|GB|MRS.|Mcgaffert|Sherie|Jane
MERGE|PersonName|ALTAHRN01|5505524_GLOBAL_NAME|1985/11/11|4712/12/31|5505524|GLOBAL|GB|MR.|Bascas|Gustavo|Roy
MERGE|PersonName|ALTAHRN01|5505532_GLOBAL_NAME|2007/08/01|4712/12/31|5505532|GLOBAL|GB|MISS|Volker|Nicolas|Alison
MERGE|PersonName|ALTAHRN01|5505533_GLOBAL_NAME|2007/04/02|4712/12/31|5505533|GLOBAL|GB|MS.|Vigil|Johnie|Diana
MERGE|PersonName|ALTAHRN01|5505724_GLOBAL_NAME|1993/07/13|4712/12/31|5505724|GLOBAL|GB|MRS.|Devargas|Florence|Margaret
