METADATA|PersonEmail|SourceSystemOwner|SourceSystemId|PersonId(SourceSystemId)|EmailType|EmailAddress|DateFrom|PrimaryFlag
MERGE|PersonEmail|ALTAHRN01|5501776_PER_EMAIL|5501776|W1|a.drumgoole@yopmail.com|2000/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5501782_PER_EMAIL|5501782|W1|a.rawe@yopmail.com|2003/07/01|Y
MERGE|PersonEmail|ALTAHRN01|5501808_PER_EMAIL|5501808|W1|a.cerruti@yopmail.com|1990/10/22|Y
MERGE|PersonEmail|ALTAHRN01|5501930_PER_EMAIL|5501930|W1|d.meneal@yopmail.com|1997/02/03|Y
MERGE|PersonEmail|ALTAHRN01|5501943_PER_EMAIL|5501943|W1|k.vidot@yopmail.com|1998/02/01|Y
MERGE|PersonEmail|ALTAHRN01|5501963_PER_EMAIL|5501963|W1|e.lohr@yopmail.com|1995/12/04|Y
MERGE|PersonEmail|ALTAHRN01|5501992_PER_EMAIL|5501992|W1|z.dufort@yopmail.com|2014/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5502074_PER_EMAIL|5502074|W1|d.rafuse@yopmail.com|2002/01/07|Y
MERGE|PersonEmail|ALTAHRN01|5502141_PER_EMAIL|5502141|W1|e.acee@yopmail.com|1997/01/01|Y
MERGE|PersonEmail|ALTAHRN01|5502144_PER_EMAIL|5502144|W1|v.gordinier@yopmail.com|1983/08/22|Y
MERGE|PersonEmail|ALTAHRN01|5502236_PER_EMAIL|5502236|W1|a.dematos@yopmail.com|2001/09/01|Y
MERGE|PersonEmail|ALTAHRN01|5502509_PER_EMAIL|5502509|W1|o.stonestre@yopmail.com|1980/07/01|Y
MERGE|PersonEmail|ALTAHRN01|5502555_PER_EMAIL|5502555|W1|o.heiman@yopmail.com|2014/10/20|Y
MERGE|PersonEmail|ALTAHRN01|5502562_PER_EMAIL|5502562|W1|e.burell@yopmail.com|1998/09/01|Y
MERGE|PersonEmail|ALTAHRN01|5502574_PER_EMAIL|5502574|W1|o.hulmes@yopmail.com|2005/05/01|Y
MERGE|PersonEmail|ALTAHRN01|5502724_PER_EMAIL|5502724|W1|n.waldrop@yopmail.com|2000/09/01|Y
MERGE|PersonEmail|ALTAHRN01|5502749_PER_EMAIL|5502749|W1|o.zondlo@yopmail.com|2001/12/18|Y
MERGE|PersonEmail|ALTAHRN01|5502781_PER_EMAIL|5502781|W1|e.bunts@yopmail.com|2012/05/01|Y
MERGE|PersonEmail|ALTAHRN01|5502811_PER_EMAIL|5502811|W1|i.cosgriff@yopmail.com|2015/04/01|Y
MERGE|PersonEmail|ALTAHRN01|5502857_PER_EMAIL|5502857|W1|a.girdley@yopmail.com|2006/07/31|Y
MERGE|PersonEmail|ALTAHRN01|5502865_PER_EMAIL|5502865|W1|e.guelespe@yopmail.com|2014/08/01|Y
MERGE|PersonEmail|ALTAHRN01|5502892_PER_EMAIL|5502892|W1|a.abramek@yopmail.com|1992/05/11|Y
MERGE|PersonEmail|ALTAHRN01|5503111_PER_EMAIL|5503111|W1|e.leuckel@yopmail.com|1980/02/11|Y
MERGE|PersonEmail|ALTAHRN01|5503138_PER_EMAIL|5503138|W1|r.buchs@yopmail.com|2013/11/25|Y
MERGE|PersonEmail|ALTAHRN01|5503145_PER_EMAIL|5503145|W1|i.campa@yopmail.com|2011/03/01|Y
MERGE|PersonEmail|ALTAHRN01|5503164_PER_EMAIL|5503164|W1|a.rogado@yopmail.com|1996/11/04|Y
MERGE|PersonEmail|ALTAHRN01|5503214_PER_EMAIL|5503214|W1|y.kukauskas@yopmail.com|1977/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5503243_PER_EMAIL|5503243|W1|e.margerum@yopmail.com|2001/12/18|Y
MERGE|PersonEmail|ALTAHRN01|5503265_PER_EMAIL|5503265|W1|a.scadden@yopmail.com|1999/12/31|Y
MERGE|PersonEmail|ALTAHRN01|5503274_PER_EMAIL|5503274|W1|r.mcennis@yopmail.com|2007/04/02|Y
MERGE|PersonEmail|ALTAHRN01|5503305_PER_EMAIL|5503305|W1|v.moriarty@yopmail.com|1979/12/03|Y
MERGE|PersonEmail|ALTAHRN01|5503311_PER_EMAIL|5503311|W1|e.callens@yopmail.com|2014/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5503325_PER_EMAIL|5503325|W1|o.winfrey@yopmail.com|1998/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5503340_PER_EMAIL|5503340|W1|u.fent@yopmail.com|1992/01/01|Y
MERGE|PersonEmail|ALTAHRN01|5503407_PER_EMAIL|5503407|W1|e.cashion@yopmail.com|2002/01/07|Y
MERGE|PersonEmail|ALTAHRN01|5503433_PER_EMAIL|5503433|W1|a.niedecken@yopmail.com|1989/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5503435_PER_EMAIL|5503435|W1|a.salk@yopmail.com|1969/08/18|Y
MERGE|PersonEmail|ALTAHRN01|5503446_PER_EMAIL|5503446|W1|l.neymeyer@yopmail.com|2016/04/04|Y
MERGE|PersonEmail|ALTAHRN01|5503447_PER_EMAIL|5503447|W1|a.hutchcraf@yopmail.com|1997/11/03|Y
MERGE|PersonEmail|ALTAHRN01|5503466_PER_EMAIL|5503466|W1|g.wajda@yopmail.com|1997/02/03|Y
MERGE|PersonEmail|ALTAHRN01|5503472_PER_EMAIL|5503472|W1|e.bassin@yopmail.com|2012/04/16|Y
MERGE|PersonEmail|ALTAHRN01|5503497_PER_EMAIL|5503497|W1|l.gerwig@yopmail.com|2004/03/01|Y
MERGE|PersonEmail|ALTAHRN01|5503500_PER_EMAIL|5503500|W1|a.lampo@yopmail.com|2007/04/02|Y
MERGE|PersonEmail|ALTAHRN01|5503504_PER_EMAIL|5503504|W1|h.winikoff@yopmail.com|1995/10/05|Y
MERGE|PersonEmail|ALTAHRN01|5503535_PER_EMAIL|5503535|W1|i.wolvin@yopmail.com|1998/09/14|Y
MERGE|PersonEmail|ALTAHRN01|5503544_PER_EMAIL|5503544|W1|a.jason@yopmail.com|1987/11/23|Y
MERGE|PersonEmail|ALTAHRN01|5503567_PER_EMAIL|5503567|W1|r.wakayama@yopmail.com|1980/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5503575_PER_EMAIL|5503575|W1|o.chain@yopmail.com|2003/07/01|Y
MERGE|PersonEmail|ALTAHRN01|5503609_PER_EMAIL|5503609|W1|i.supnet@yopmail.com|1999/01/01|Y
MERGE|PersonEmail|ALTAHRN01|5503611_PER_EMAIL|5503611|W1|i.chervin@yopmail.com|1987/11/23|Y
MERGE|PersonEmail|ALTAHRN01|5503612_PER_EMAIL|5503612|W1|a.stoliker@yopmail.com|1998/09/01|Y
MERGE|PersonEmail|ALTAHRN01|5503613_PER_EMAIL|5503613|W1|e.mckenley@yopmail.com|1999/12/31|Y
MERGE|PersonEmail|ALTAHRN01|5503622_PER_EMAIL|5503622|W1|a.vohs@yopmail.com|1978/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5503629_PER_EMAIL|5503629|W1|a.magallan@yopmail.com|1998/03/02|Y
MERGE|PersonEmail|ALTAHRN01|5503638_PER_EMAIL|5503638|W1|n.evenson@yopmail.com|2014/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5503640_PER_EMAIL|5503640|W1|n.hoblit@yopmail.com|2015/08/01|Y
MERGE|PersonEmail|ALTAHRN01|5503681_PER_EMAIL|5503681|W1|e.roath@yopmail.com|2007/04/23|Y
MERGE|PersonEmail|ALTAHRN01|5503716_PER_EMAIL|5503716|W1|i.johanns@yopmail.com|1979/09/01|Y
MERGE|PersonEmail|ALTAHRN01|5503723_PER_EMAIL|5503723|W1|e.joanis@yopmail.com|1989/11/20|Y
MERGE|PersonEmail|ALTAHRN01|5503727_PER_EMAIL|5503727|W1|a.brabant@yopmail.com|1979/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5503736_PER_EMAIL|5503736|W1|a.kroetz@yopmail.com|1997/11/10|Y
MERGE|PersonEmail|ALTAHRN01|5503738_PER_EMAIL|5503738|W1|a.vinzant@yopmail.com|1997/11/03|Y
MERGE|PersonEmail|ALTAHRN01|5503756_PER_EMAIL|5503756|W1|e.piccolo@yopmail.com|2016/04/04|Y
MERGE|PersonEmail|ALTAHRN01|5503776_PER_EMAIL|5503776|W1|e.valles@yopmail.com|1996/01/16|Y
MERGE|PersonEmail|ALTAHRN01|5503842_PER_EMAIL|5503842|W1|a.hebenstre@yopmail.com|1997/03/10|Y
MERGE|PersonEmail|ALTAHRN01|5503858_PER_EMAIL|5503858|W1|g.eckis@yopmail.com|1999/12/31|Y
MERGE|PersonEmail|ALTAHRN01|5503871_PER_EMAIL|5503871|W1|e.stavely@yopmail.com|1986/01/01|Y
MERGE|PersonEmail|ALTAHRN01|5503878_PER_EMAIL|5503878|W1|r.korewdit@yopmail.com|1989/09/01|Y
MERGE|PersonEmail|ALTAHRN01|5503882_PER_EMAIL|5503882|W1|i.tamulis@yopmail.com|1979/05/29|Y
MERGE|PersonEmail|ALTAHRN01|5503887_PER_EMAIL|5503887|W1|a.laplant@yopmail.com|1996/01/16|Y
MERGE|PersonEmail|ALTAHRN01|5503910_PER_EMAIL|5503910|W1|o.franzi@yopmail.com|1998/09/14|Y
MERGE|PersonEmail|ALTAHRN01|5503977_PER_EMAIL|5503977|W1|h.cassaro@yopmail.com|1996/09/01|Y
MERGE|PersonEmail|ALTAHRN01|5503987_PER_EMAIL|5503987|W1|v.giannetti@yopmail.com|1998/02/01|Y
MERGE|PersonEmail|ALTAHRN01|5504375_PER_EMAIL|5504375|W1|a.tumminell@yopmail.com|1980/08/01|Y
MERGE|PersonEmail|ALTAHRN01|5504575_PER_EMAIL|5504575|W1|l.gallemore@yopmail.com|1997/02/01|Y
MERGE|PersonEmail|ALTAHRN01|5504677_PER_EMAIL|5504677|W1|e.brees@yopmail.com|1969/03/31|Y
MERGE|PersonEmail|ALTAHRN01|5504708_PER_EMAIL|5504708|W1|h.fraction@yopmail.com|1988/12/12|Y
MERGE|PersonEmail|ALTAHRN01|5504779_PER_EMAIL|5504779|W1|e.okoren@yopmail.com|1980/07/01|Y
MERGE|PersonEmail|ALTAHRN01|5504841_PER_EMAIL|5504841|W1|o.esslinger@yopmail.com|2015/07/01|Y
MERGE|PersonEmail|ALTAHRN01|5504863_PER_EMAIL|5504863|W1|a.tazelaar@yopmail.com|1981/03/01|Y
MERGE|PersonEmail|ALTAHRN01|5504909_PER_EMAIL|5504909|W1|l.vidot@yopmail.com|1997/11/10|Y
MERGE|PersonEmail|ALTAHRN01|5504957_PER_EMAIL|5504957|W1|y.wardswort@yopmail.com|1979/09/03|Y
MERGE|PersonEmail|ALTAHRN01|5504983_PER_EMAIL|5504983|W1|i.puri@yopmail.com|1996/12/16|Y
MERGE|PersonEmail|ALTAHRN01|5505017_PER_EMAIL|5505017|W1|h.schuck@yopmail.com|1999/12/31|Y
MERGE|PersonEmail|ALTAHRN01|5505034_PER_EMAIL|5505034|W1|a.shireman@yopmail.com|1998/09/01|Y
MERGE|PersonEmail|ALTAHRN01|5505040_PER_EMAIL|5505040|W1|h.karbowski@yopmail.com|2000/05/22|Y
MERGE|PersonEmail|ALTAHRN01|5505072_PER_EMAIL|5505072|W1|i.laroque@yopmail.com|1999/01/01|Y
MERGE|PersonEmail|ALTAHRN01|5505079_PER_EMAIL|5505079|W1|o.rampton@yopmail.com|1983/08/22|Y
MERGE|PersonEmail|ALTAHRN01|5505095_PER_EMAIL|5505095|W1|r.crisson@yopmail.com|2015/02/01|Y
MERGE|PersonEmail|ALTAHRN01|5505145_PER_EMAIL|5505145|W1|r.tayor@yopmail.com|1986/05/27|Y
MERGE|PersonEmail|ALTAHRN01|5505315_PER_EMAIL|5505315|W1|e.houchin@yopmail.com|1999/12/31|Y
MERGE|PersonEmail|ALTAHRN01|5505415_PER_EMAIL|5505415|W1|a.borras@yopmail.com|2002/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5505447_PER_EMAIL|5505447|W1|u.plowman@yopmail.com|1980/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5505513_PER_EMAIL|5505513|W1|h.mcgaffert@yopmail.com|1989/03/01|Y
MERGE|PersonEmail|ALTAHRN01|5505524_PER_EMAIL|5505524|W1|u.bascas@yopmail.com|1985/11/11|Y
MERGE|PersonEmail|ALTAHRN01|5505532_PER_EMAIL|5505532|W1|i.volker@yopmail.com|2007/08/01|Y
MERGE|PersonEmail|ALTAHRN01|5505533_PER_EMAIL|5505533|W1|o.vigil@yopmail.com|2007/04/02|Y
MERGE|PersonEmail|ALTAHRN01|5505724_PER_EMAIL|5505724|W1|l.devargas@yopmail.com|1993/07/13|Y
MERGE|PersonEmail|ALTAHRN01|5505760_PER_EMAIL|5505760|W1|e.ucci@yopmail.com|1999/12/31|Y
MERGE|PersonEmail|ALTAHRN01|5505819_PER_EMAIL|5505819|W1|i.kuehneman@yopmail.com|1979/07/04|Y
MERGE|PersonEmail|ALTAHRN01|5505921_PER_EMAIL|5505921|W1|a.fringer@yopmail.com|2014/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5506001_PER_EMAIL|5506001|W1|a.aid@yopmail.com|1978/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5506039_PER_EMAIL|5506039|W1|e.sorell@yopmail.com|1996/04/29|Y
MERGE|PersonEmail|ALTAHRN01|5506147_PER_EMAIL|5506147|W1|i.mcfolley@yopmail.com|1980/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5506182_PER_EMAIL|5506182|W1|e.carullo@yopmail.com|2011/03/01|Y
MERGE|PersonEmail|ALTAHRN01|5506188_PER_EMAIL|5506188|W1|u.craddock@yopmail.com|1984/01/01|Y
MERGE|PersonEmail|ALTAHRN01|5506216_PER_EMAIL|5506216|W1|u.fellhauer@yopmail.com|1999/12/31|Y
MERGE|PersonEmail|ALTAHRN01|5506264_PER_EMAIL|5506264|W1|e.warick@yopmail.com|1996/01/16|Y
MERGE|PersonEmail|ALTAHRN01|5506270_PER_EMAIL|5506270|W1|i.chodorov@yopmail.com|2012/01/30|Y
MERGE|PersonEmail|ALTAHRN01|5506272_PER_EMAIL|5506272|W1|a.jarzembow@yopmail.com|1997/12/01|Y
MERGE|PersonEmail|ALTAHRN01|5506353_PER_EMAIL|5506353|W1|a.daman@yopmail.com|1996/07/22|Y
MERGE|PersonEmail|ALTAHRN01|5506377_PER_EMAIL|5506377|W1|r.butman@yopmail.com|1997/09/01|Y
MERGE|PersonEmail|ALTAHRN01|5506378_PER_EMAIL|5506378|W1|i.keawe@yopmail.com|1978/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5506379_PER_EMAIL|5506379|W1|o.penninger@yopmail.com|2000/07/31|Y
MERGE|PersonEmail|ALTAHRN01|5506515_PER_EMAIL|5506515|W1|s.houf@yopmail.com|2000/09/01|Y
MERGE|PersonEmail|ALTAHRN01|5506536_PER_EMAIL|5506536|W1|a.hilscher@yopmail.com|1991/01/01|Y
MERGE|PersonEmail|ALTAHRN01|5506678_PER_EMAIL|5506678|W1|e.romie@yopmail.com|1991/11/25|Y
MERGE|PersonEmail|ALTAHRN01|5506717_PER_EMAIL|5506717|W1|a.guillote@yopmail.com|1990/03/16|Y
MERGE|PersonEmail|ALTAHRN01|5506730_PER_EMAIL|5506730|W1|e.pennigton@yopmail.com|2006/07/31|Y
MERGE|PersonEmail|ALTAHRN01|5506737_PER_EMAIL|5506737|W1|a.friedhabe@yopmail.com|1996/04/29|Y
MERGE|PersonEmail|ALTAHRN01|5506779_PER_EMAIL|5506779|W1|l.rosca@yopmail.com|2009/11/30|Y
MERGE|PersonEmail|ALTAHRN01|5506802_PER_EMAIL|5506802|W1|o.baca@yopmail.com|1999/12/31|Y
MERGE|PersonEmail|ALTAHRN01|5506828_PER_EMAIL|5506828|W1|a.afalava@yopmail.com|1997/10/20|Y
MERGE|PersonEmail|ALTAHRN01|5506836_PER_EMAIL|5506836|W1|e.iseman@yopmail.com|1979/06/25|Y
MERGE|PersonEmail|ALTAHRN01|5506945_PER_EMAIL|5506945|W1|o.krows@yopmail.com|1990/02/01|Y
MERGE|PersonEmail|ALTAHRN01|5506946_PER_EMAIL|5506946|W1|e.bridgers@yopmail.com|1979/07/04|Y
MERGE|PersonEmail|ALTAHRN01|5506959_PER_EMAIL|5506959|W1|u.pulling@yopmail.com|1993/11/01|Y
MERGE|PersonEmail|ALTAHRN01|5507025_PER_EMAIL|5507025|W1|h.korsak@yopmail.com|1999/12/31|Y
MERGE|PersonEmail|ALTAHRN01|5507037_PER_EMAIL|5507037|W1|a.cowing@yopmail.com|1993/09/01|Y
MERGE|PersonEmail|ALTAHRN01|5507120_PER_EMAIL|5507120|W1|e.trafford@yopmail.com|1994/01/31|Y
MERGE|PersonEmail|ALTAHRN01|5507122_PER_EMAIL|5507122|W1|c.liddle@yopmail.com|1996/10/21|Y
MERGE|PersonEmail|ALTAHRN01|5507177_PER_EMAIL|5507177|W1|a.abbey@yopmail.com|1997/09/01|Y
MERGE|PersonEmail|ALTAHRN01|5507236_PER_EMAIL|5507236|W1|a.droste@yopmail.com|1980/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5507278_PER_EMAIL|5507278|W1|e.genous@yopmail.com|1999/12/31|Y
MERGE|PersonEmail|ALTAHRN01|5507305_PER_EMAIL|5507305|W1|i.laurey@yopmail.com|1996/11/25|Y
MERGE|PersonEmail|ALTAHRN01|5507328_PER_EMAIL|5507328|W1|a.cocherell@yopmail.com|2014/08/01|Y
MERGE|PersonEmail|ALTAHRN01|5507344_PER_EMAIL|5507344|W1|e.wash@yopmail.com|1998/01/01|Y
MERGE|PersonEmail|ALTAHRN01|5507406_PER_EMAIL|5507406|W1|a.zarraluqu@yopmail.com|1991/07/01|Y
MERGE|PersonEmail|ALTAHRN01|5507488_PER_EMAIL|5507488|W1|a.pettijohn@yopmail.com|1989/10/01|Y
MERGE|PersonEmail|ALTAHRN01|5507495_PER_EMAIL|5507495|W1|i.kelson@yopmail.com|1999/12/31|Y
MERGE|PersonEmail|ALTAHRN01|5507542_PER_EMAIL|5507542|W1|o.dziurawie@yopmail.com|1997/01/01|Y
